ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7053	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16910078	16910168	16910548	16910655	16909719	16909753	16910874	16910950
7054	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16910548	16910655	16912746	16912907	16909719	16909753	16913868	16913944
7055	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16910874	16910950	16912746	16912907	16909719	16909753	16913868	16913944
7056	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16912746	16912907	16913868	16913944	16910874	16910950	16914568	16914658
7057	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16913868	16913944	16914568	16914658	16912746	16912907	16915219	16915311
7058	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16914568	16914658	16915219	16915311	16913624	16913944	16918119	16918171
7059	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16921439	16921491	16923856	16923919	16918119	16918171	16925042	16925088
7060	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16921439	16921491	16925042	16925088	16918119	16918171	16927508	16927558
7061	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16921439	16921491	16927508	16927558	16918119	16918171	16929006	16929077
7062	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16925042	16925088	16927508	16927558	16918119	16918171	16929006	16929077
7063	"ENSMUSG00000022771.18"	"Ppil2"	chr16	-	16925042	16925088	16927508	16927558	16921439	16921491	16929006	16929077
7064	"ENSMUSG00000025377.15"	"Tepsin"	chr11	-	119984939	119985143	119986169	119986241	119984516	119984691	119986359	119986435
7065	"ENSMUSG00000016024.10"	"Lbp"	chr2	+	158151520	158151649	158155392	158155548	158150600	158150715	158156072	158156136
7066	"ENSMUSG00000016024.10"	"Lbp"	chr2	+	158155392	158155548	158156072	158156136	158151520	158151649	158159456	158159520
7067	"ENSMUSG00000041028.17"	"Ghitm"	chr14	-	36855127	36855227	36855589	36855760	36849543	36849652	36857151	36857209
7068	"ENSMUSG00000076441.10"	"Ass1"	chr2	+	31376500	31376557	31378589	31378664	31370986	31371175	31382325	31382396
7069	"ENSMUSG00000076441.10"	"Ass1"	chr2	+	31400121	31400253	31404690	31404847	31391499	31391564	31408737	31408803
7070	"ENSMUSG00000079055.11"	"Slc8a3"	chr12	-	81260839	81260943	81263494	81263601	81256227	81256245	81361033	81362878
7071	"ENSMUSG00000032812.19"	"Arap1"	chr7	+	101034758	101034823	101035355	101035480	101027396	101027739	101035598	101035748
7072	"ENSMUSG00000020399.15"	"Havcr2"	chr11	+	46349876	46349960	46357698	46357739	46347082	46347421	46360296	46360423
7073	"ENSMUSG00000020399.15"	"Havcr2"	chr11	+	46360296	46360423	46366710	46366747	46349876	46349960	46370113	46372082
7074	"ENSMUSG00000021076.7"	"Actr10"	chr12	+	70987571	70987644	70989032	70989115	70984630	70984805	70990182	70990291
7075	"ENSMUSG00000007850.17"	"Hnrnph1"	chr11	+	50274506	50274566	50274657	50274747	50274005	50274141	50275470	50275563
7076	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4199861	4199984	4200088	4200218	4199340	4199543	4200438	4200620
7077	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4199861	4199984	4200438	4200620	4199340	4199543	4200705	4200825
7078	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4201393	4201498	4201578	4201724	4200705	4200825	4202520	4202578
7079	"ENSMUSG00000029227.16"	"Fip1l1"	chr5	+	74717700	74717810	74725179	74725287	74707355	74707486	74731759	74731853
7080	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18891658	18891804	18938267	18938379	18855688	18855765	18961241	18961388
7081	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18938267	18938379	18961241	18961388	18855688	18855765	18962809	18962860
7082	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18938267	18938379	18962809	18962860	18855688	18855765	18963631	18963682
7083	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18938267	18938379	18961241	18961388	18891658	18891804	18962809	18962860
7084	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18961241	18961388	18962809	18962860	18855688	18855765	18963631	18963682
7085	"ENSMUSG00000020160.19"	"Meis1"	chr11	-	18961241	18961388	18962809	18962860	18938267	18938379	18963631	18963682
7086	"ENSMUSG00000034278.4"	"Dnajc17"	chr2	-	119014397	119014483	119016176	119016264	119014079	119014176	119016509	119016568
7087	"ENSMUSG00000038481.14"	"Cdk19"	chr10	+	40330010	40330068	40342633	40342765	40312067	40312208	40345574	40345718
7088	"ENSMUSG00000030967.16"	"Zranb1"	chr7	+	132584099	132584229	132584411	132584641	132583009	132583130	132585461	132585680
7089	"ENSMUSG00000063652.11"	"Slc22a21"	chr11	-	53851108	53851263	53860325	53860429	53848799	53848926	53870290	53871158
7090	"ENSMUSG00000027809.15"	"Etfdh"	chr3	-	79512211	79512433	79512936	79513119	79511094	79511472	79517105	79517274
7091	"ENSMUSG00000027809.15"	"Etfdh"	chr3	-	79512936	79513119	79517105	79517274	79512211	79512433	79519218	79519362
7092	"ENSMUSG00000051331.17"	"Cacna1c"	chr6	-	118607359	118607392	118614690	118614774	118604402	118604531	118615387	118615471
7093	"ENSMUSG00000051331.17"	"Cacna1c"	chr6	-	118614690	118614774	118615387	118615471	118604402	118604531	118628908	118629019
7094	"ENSMUSG00000051331.17"	"Cacna1c"	chr6	-	118614690	118614774	118615387	118615471	118607359	118607392	118628908	118629019
7095	"ENSMUSG00000051331.17"	"Cacna1c"	chr6	-	118651306	118651366	118651515	118651575	118647310	118647417	118652780	118652910
7096	"ENSMUSG00000051331.17"	"Cacna1c"	chr6	-	118718831	118718935	118719225	118719329	118711811	118711984	118728329	118728526
7097	"ENSMUSG00000020326.8"	"Ccng1"	chr11	-	40642266	40642345	40642930	40643184	40642087	40642186	40644634	40644895
7098	"ENSMUSG00000026456.19"	"Cyb5r1"	chr1	+	134334050	134334200	134334336	134334409	134333518	134333791	134334783	134334890
7099	"ENSMUSG00000026456.19"	"Cyb5r1"	chr1	+	134337338	134337424	134338230	134338330	134336141	134336225	134338644	134339478
7100	"ENSMUSG00000024011.18"	"Pi16"	chr17	+	29545247	29545336	29546811	29546944	29544846	29544956	29547481	29547872
7101	"ENSMUSG00000047714.15"	"Ppp1r2"	chr16	-	31077154	31077322	31079391	31079486	31070354	31073551	31080047	31080125
7102	"ENSMUSG00000035392.18"	"Dennd1a"	chr2	-	38026937	38026987	38049818	38049862	38016540	38016660	38133413	38133484
7103	"ENSMUSG00000030965.20"	"Abraxas2"	chr7	+	132470761	132470798	132473300	132473367	132466691	132466782	132476555	132476746
7104	"ENSMUSG00000108030.2"	"9530062K07Rik"	chr6	-	116179130	116179219	116184114	116184218	116176368	116176870	116184862	116184954
7105	"ENSMUSG00000020074.8"	"Ccar1"	chr10	-	62601720	62601834	62602335	62602561	62601045	62601212	62606633	62606795
7106	"ENSMUSG00000020453.18"	"Patz1"	chr11	+	3243279	3243343	3249033	3249205	3239280	3239347	3256287	3256360
7107	"ENSMUSG00000020453.18"	"Patz1"	chr11	+	3249033	3249205	3256287	3256360	3239280	3239347	3257647	3259083
7108	"ENSMUSG00000020453.18"	"Patz1"	chr11	+	3249033	3249205	3256287	3256360	3243279	3243343	3257647	3259083
7109	"ENSMUSG00000040451.19"	"Sgms1"	chr19	-	32106940	32107094	32120145	32120263	32102625	32102792	32136923	32137763
7110	"ENSMUSG00000040451.19"	"Sgms1"	chr19	-	32120145	32120263	32136923	32137763	32106940	32107094	32188227	32188413
7111	"ENSMUSG00000040451.19"	"Sgms1"	chr19	-	32120145	32120263	32136923	32137763	32106940	32107094	32200908	32200990
7112	"ENSMUSG00000040451.19"	"Sgms1"	chr19	-	32225393	32225436	32266940	32267031	32200908	32200990	32329344	32329423
7113	"ENSMUSG00000033769.17"	"Exoc6b"	chr6	-	84981970	84982018	84988299	84988465	84980029	84980075	85046277	85046495
7114	"ENSMUSG00000031698.15"	"Mylk3"	chr8	-	86062996	86063125	86069285	86069356	86055159	86055312	86076991	86077133
7115	"ENSMUSG00000035401.10"	"Emsy"	chr7	-	98249878	98250034	98251789	98251954	98246239	98246391	98259873	98260072
7116	"ENSMUSG00000046295.14"	"Ankle1"	chr8	+	71859505	71859617	71859856	71860393	71859322	71859428	71860514	71860686
7117	"ENSMUSG00000026028.13"	"Trak2"	chr1	-	58965809	58965886	58974904	58975099	58962680	58962797	58985405	58985496
7118	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49624159	49624688	49628368	49628507	49623441	49623508	49688127	49688475
7119	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49688127	49688475	49704527	49704617	49675728	49675760	49714539	49714647
7120	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49688127	49688475	49704527	49704617	49675995	49676195	49714539	49714647
7121	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49689380	49689443	49704527	49704617	49688127	49688475	49714539	49714647
7122	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49704527	49704617	49714539	49714647	49675995	49676195	49715731	49715824
7123	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49704527	49704617	49714539	49714647	49688127	49688475	49715731	49715824
7124	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49704527	49704617	49714539	49714647	49689380	49689443	49715731	49715824
7125	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49714539	49714647	49715731	49715824	49704527	49704617	49716718	49716811
7126	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49715731	49715824	49716718	49716811	49704527	49704617	49718402	49718495
7127	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49715731	49715824	49716718	49716811	49714539	49714647	49718402	49718495
7128	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49727143	49727175	49729065	49729098	49718402	49718495	49731231	49731444
7129	"ENSMUSG00000055447.20"	"Cd47"	chr16	+	49728416	49728441	49729065	49729098	49727143	49727175	49731231	49731444
7130	"ENSMUSG00000031497.11"	"Tnfsf13b"	chr8	+	10064168	10064261	10071372	10071429	10057249	10057334	10081309	10081422
7131	"ENSMUSG00000061904.13"	"Slc25a3"	chr10	-	90957783	90957905	90958068	90958193	90955388	90955568	90959419	90959568
7132	"ENSMUSG00000023947.9"	"Nfkbie"	chr17	+	45870133	45870356	45871049	45871138	45869420	45869523	45871333	45871573
7133	"ENSMUSG00000019856.15"	"Fam184a"	chr10	-	53511327	53511530	53517040	53517158	53509240	53509811	53523078	53523225
7134	"ENSMUSG00000019856.15"	"Fam184a"	chr10	-	53511327	53511530	53514272	53514377	53510397	53510491	53517040	53517158
7135	"ENSMUSG00000019856.15"	"Fam184a"	chr10	-	53514272	53514377	53517040	53517158	53511327	53511530	53523078	53523225
7136	"ENSMUSG00000019856.15"	"Fam184a"	chr10	-	53517040	53517158	53523078	53523225	53511327	53511530	53523667	53523852
7137	"ENSMUSG00000019856.15"	"Fam184a"	chr10	-	53517040	53517158	53523078	53523225	53514272	53514377	53523667	53523852
7138	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85515182	85515260	85516834	85516912	85513935	85514016	85519243	85519510
7139	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85516834	85516912	85519243	85519510	85515182	85515260	85521985	85522154
7140	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85519243	85519510	85521985	85522154	85516834	85516912	85523682	85523830
7141	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85519243	85519510	85523682	85523830	85516834	85516912	85526349	85526538
7142	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85521985	85522154	85523682	85523830	85516834	85516912	85526349	85526538
7143	"ENSMUSG00000070034.14"	"Sp110"	chr1	-	85521985	85522154	85523682	85523830	85519243	85519510	85526349	85526538
7144	"ENSMUSG00000039210.17"	"Gpatch2"	chr1	+	186962980	186963042	186965327	186965510	186957699	186958416	186965943	186966023
7145	"ENSMUSG00000039210.17"	"Gpatch2"	chr1	+	187048720	187048760	187054480	187054551	187036526	187036594	187073683	187073772
7146	"ENSMUSG00000030815.12"	"Phkg2"	chr7	+	127176706	127176882	127178838	127178904	127172700	127173138	127178981	127179145
7147	"ENSMUSG00000020264.6"	"Slc36a2"	chr11	-	55070150	55070246	55071532	55071621	55065493	55065578	55072370	55072461
7148	"ENSMUSG00000016206.7"	"H2-M3"	chr17	+	37581412	37581682	37583159	37583435	37581110	37581225	37583538	37583643
7149	"ENSMUSG00000016206.7"	"H2-M3"	chr17	+	37581412	37581682	37583538	37583643	37581110	37581225	37584609	37584642
7150	"ENSMUSG00000016206.7"	"H2-M3"	chr17	+	37581888	37582164	37583159	37583435	37581412	37581682	37583538	37583643
7151	"ENSMUSG00000036225.16"	"Kctd1"	chr18	-	15119392	15119537	15140752	15140931	15107036	15107342	15284372	15284503
7152	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137641342	137641430	137643497	137643583	137636767	137638950	137644897	137644960
7153	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137641342	137641430	137646621	137646669	137636767	137638950	137655407	137655538
7154	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137643497	137643583	137646621	137646669	137636767	137638950	137655407	137655538
7155	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137643497	137643583	137644897	137644960	137641342	137641430	137646621	137646669
7156	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137644897	137644960	137646621	137646669	137643497	137643583	137655407	137655538
7157	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137646621	137646669	137655407	137655538	137643497	137643583	137667202	137667336
7158	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137646621	137646669	137655407	137655538	137644897	137644960	137667202	137667336
7159	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137655407	137655538	137667202	137667336	137646621	137646669	137671641	137671764
7160	"ENSMUSG00000028159.15"	"Dapp1"	chr3	-	137655407	137655538	137667202	137667336	137646621	137646669	137687079	137687297
7161	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564088	85564219	85564635	85564763	85562383	85562548	85564901	85564957
7162	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564317	85564396	85564635	85564763	85564088	85564219	85564901	85564957
7163	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564317	85564396	85564901	85564957	85564088	85564219	85565097	85565279
7164	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564317	85564396	85564635	85564763	85564088	85564222	85564901	85564957
7165	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564635	85564763	85564901	85564957	85564088	85564219	85565097	85565279
7166	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564635	85564763	85564901	85564957	85564317	85564396	85565097	85565279
7167	"ENSMUSG00000032320.8"	"Rcn2"	chr9	+	55949858	55949964	55952415	55952612	55949140	55949488	55960190	55960304
7168	"ENSMUSG00000049037.9"	"Clec4a1"	chr6	+	122901675	122901789	122904922	122905024	122898806	122899038	122907635	122907787
7169	"ENSMUSG00000020755.10"	"Sap30bp"	chr11	+	115826191	115826301	115828835	115828883	115824107	115824607	115842792	115842835
7170	"ENSMUSG00000020755.10"	"Sap30bp"	chr11	+	115848186	115848275	115851325	115851417	115842792	115842835	115852181	115852242
7171	"ENSMUSG00000019373.12"	"Cops3"	chr11	-	59720972	59721065	59723709	59723759	59718671	59718851	59723857	59723970
7172	"ENSMUSG00000030148.16"	"Clec4a2"	chr6	+	123116209	123116367	123117614	123117727	123104910	123105012	123119321	123119475
7173	"ENSMUSG00000001627.13"	"Ifrd1"	chr12	-	40266188	40266313	40267156	40267241	40263976	40264134	40267376	40267481
7174	"ENSMUSG00000028550.16"	"Atg4c"	chr4	+	99116792	99116871	99123303	99123423	99112650	99112787	99146633	99148020
7175	"ENSMUSG00000009112.5"	"Bcl2l13"	chr6	+	120842528	120842685	120847726	120847796	120825416	120825577	120853163	120853307
7176	"ENSMUSG00000036054.16"	"Sugp2"	chr8	+	70701075	70701196	70704263	70704751	70695140	70696706	70706228	70706340
7177	"ENSMUSG00000036054.16"	"Sugp2"	chr8	+	70704263	70704751	70706228	70706340	70701075	70701196	70709779	70710264
7178	"ENSMUSG00000062352.16"	"Itgb1bp1"	chr12	-	21321419	21321569	21322056	21322149	21319806	21320958	21324766	21324903
7179	"ENSMUSG00000062352.16"	"Itgb1bp1"	chr12	-	21322056	21322149	21324766	21324903	21321288	21321569	21326820	21326899
7180	"ENSMUSG00000062352.16"	"Itgb1bp1"	chr12	-	21324766	21324903	21326820	21326899	21322056	21322149	21329400	21329531
7181	"ENSMUSG00000062352.16"	"Itgb1bp1"	chr12	-	21326820	21326899	21329400	21329531	21324766	21324903	21335852	21336098
7182	"ENSMUSG00000048100.14"	"Taf13"	chr3	+	108480195	108480274	108485431	108485529	108479014	108479064	108488322	108490538
7183	"ENSMUSG00000074783.11"	"AU019990"	chr2	+	132456301	132456412	132459621	132459674	132444796	132444936	132489885	132489985
7184	"ENSMUSG00000031536.7"	"Polb"	chr8	-	23140504	23140571	23143075	23143133	23132320	23132372	23143329	23143434
7185	"ENSMUSG00000062376.8"	"Borcs7"	chr19	+	46687994	46688057	46688176	46688220	46678344	46678524	46689213	46689234
7186	"ENSMUSG00000062376.8"	"Borcs7"	chr19	+	46688176	46688220	46689213	46689234	46678344	46678524	46689953	46691821
7187	"ENSMUSG00000062376.8"	"Borcs7"	chr19	+	46688176	46688220	46689213	46689234	46687994	46688057	46689953	46691821
7188	"ENSMUSG00000067916.10"	"Zfp991"	chr4	+	147219028	147219121	147224494	147224576	147216494	147216646	147249797	147249843
7189	"ENSMUSG00000067916.10"	"Zfp991"	chr4	+	147219028	147219121	147249797	147249843	147216494	147216646	147260303	147260361
7190	"ENSMUSG00000067916.10"	"Zfp991"	chr4	+	147224494	147224576	147249797	147249843	147216494	147216646	147260303	147260361
7191	"ENSMUSG00000067916.10"	"Zfp991"	chr4	+	147224494	147224576	147249797	147249843	147219028	147219121	147260303	147260361
7192	"ENSMUSG00000074071.12"	"Fam169b"	chr7	+	67950580	67950711	67954299	67954399	67925742	67925789	67971567	67971653
7193	"ENSMUSG00000074071.12"	"Fam169b"	chr7	+	67954299	67954399	67971567	67971653	67950578	67950711	67978969	67979147
7194	"ENSMUSG00000074071.12"	"Fam169b"	chr7	+	67971567	67971653	67978969	67979147	67954299	67954399	67999981	68000164
7195	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72820396	72820455	72822014	72822284	72811962	72812120	72827193	72827431
7196	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72822014	72822284	72827193	72827431	72820396	72820455	72836505	72836582
7197	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72827193	72827431	72836505	72836582	72820396	72820455	72889455	72889531
7198	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72827193	72827431	72836505	72836582	72822014	72822284	72889455	72889531
7199	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72836505	72836582	72889455	72889531	72827193	72827431	72921073	72921211
7200	"ENSMUSG00000033487.15"	"Fndc3a"	chr14	-	72889455	72889531	72921073	72921211	72836505	72836582	72947157	72947443
7201	"ENSMUSG00000028282.13"	"Casp8ap2"	chr4	+	32624083	32624166	32630177	32630246	32615472	32615492	32631065	32631166
7202	"ENSMUSG00000028282.13"	"Casp8ap2"	chr4	+	32624083	32624166	32630177	32630246	32615477	32615739	32631065	32631166
7203	"ENSMUSG00000060538.15"	"Tmem219"	chr7	-	126488062	126488232	126490774	126491004	126485389	126485487	126495920	126496110
7204	"ENSMUSG00000060538.15"	"Tmem219"	chr7	-	126490774	126491004	126495920	126496110	126485389	126485487	126496197	126496596
7205	"ENSMUSG00000060538.15"	"Tmem219"	chr7	-	126490774	126491004	126495920	126496110	126488062	126488232	126496197	126496396
7206	"ENSMUSG00000060538.15"	"Tmem219"	chr7	-	126495920	126496110	126496197	126496396	126490774	126491004	126497395	126497425
7207	"ENSMUSG00000060538.15"	"Tmem219"	chr7	-	126495920	126496110	126496197	126496399	126490774	126491004	126497395	126497448
7208	"ENSMUSG00000030257.17"	"Srgap3"	chr6	-	112727341	112727372	112731531	112731634	112726322	112726383	112736709	112736737
7209	"ENSMUSG00000074513.10"	"Arfip1"	chr3	-	84426788	84427010	84441893	84442002	84417114	84417289	84455240	84455342
7210	"ENSMUSG00000074513.10"	"Arfip1"	chr3	-	84441893	84442002	84455240	84455342	84434992	84435105	84489720	84489792
7211	"ENSMUSG00000053044.9"	"Cd8b1"	chr6	+	71306680	71306776	71309419	71309509	71299771	71299883	71311073	71311110
7212	"ENSMUSG00000053044.9"	"Cd8b1"	chr6	+	71309419	71309509	71311073	71311110	71306680	71306776	71313693	71314478
7213	"ENSMUSG00000027519.11"	"Rab22a"	chr2	+	173529939	173530021	173536902	173536974	173503224	173503304	173537051	173537158
7214	"ENSMUSG00000031453.17"	"Rasa3"	chr8	-	13664533	13664637	13681774	13681892	13655861	13655956	13727392	13727603
7215	"ENSMUSG00000021496.13"	"Pcbd2"	chr13	+	55880748	55880880	55923179	55923260	55875180	55875287	55924417	55924641
7216	"ENSMUSG00000029290.13"	"Zfp326"	chr5	+	106026614	106026659	106034052	106034088	106024433	106024564	106034182	106034294
7217	"ENSMUSG00000064267.14"	"Hvcn1"	chr5	+	122371482	122371755	122375743	122375848	122354294	122354426	122376468	122376700
7218	"ENSMUSG00000011831.17"	"Evi5"	chr5	-	107968297	107968522	107969570	107969760	107967469	107967544	107989936	107990166
7219	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41170590	41170649	41171181	41171258	41169767	41169874	41171831	41171933
7220	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41170590	41170649	41171831	41171933	41169767	41169874	41174594	41174682
7221	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41171181	41171258	41171831	41171933	41169767	41169874	41174594	41174682
7222	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41171181	41171258	41171831	41171933	41170590	41170649	41174594	41174682
7223	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41171831	41171933	41174594	41174682	41169767	41169874	41175581	41176062
7224	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41171831	41171933	41174594	41174682	41170590	41170649	41175581	41176062
7225	"ENSMUSG00000021361.8"	"Tmem14c"	chr13	+	41171831	41171933	41174594	41174682	41171181	41171258	41175581	41176062
7226	"ENSMUSG00000021810.4"	"Ecd"	chr14	-	20374440	20374649	20377291	20377359	20369919	20371019	20378670	20378857
7227	"ENSMUSG00000021810.4"	"Ecd"	chr14	-	20393323	20393441	20396678	20396889	20388476	20388564	20397861	20398189
7228	"ENSMUSG00000021432.16"	"Slc35b3"	chr13	-	39127034	39127142	39138084	39138206	39123850	39123948	39139624	39139912
7229	"ENSMUSG00000021432.16"	"Slc35b3"	chr13	-	39128475	39128630	39138084	39138206	39127034	39127142	39139624	39139912
7230	"ENSMUSG00000001829.18"	"Clpb"	chr7	+	101316454	101316506	101336494	101336581	101312839	101313420	101355689	101355793
7231	"ENSMUSG00000001829.18"	"Clpb"	chr7	+	101435493	101435613	101435852	101435957	101435306	101435380	101436711	101436942
7232	"ENSMUSG00000069045.12"	"Ddx3y"	chrY	-	1280309	1280439	1282900	1282948	1279422	1279578	1284321	1284382
7233	"ENSMUSG00000028869.14"	"Gnl2"	chr4	+	124936406	124936473	124937357	124937516	124934729	124934914	124938016	124938130
7234	"ENSMUSG00000020873.16"	"Slc35b1"	chr11	+	95276626	95276730	95277311	95277442	95275517	95275939	95278036	95278067
7235	"ENSMUSG00000020873.16"	"Slc35b1"	chr11	+	95276626	95276730	95278036	95278067	95275517	95275939	95278595	95278753
7236	"ENSMUSG00000020873.16"	"Slc35b1"	chr11	+	95279905	95280032	95281103	95281210	95278595	95278753	95281350	95281504
7237	"ENSMUSG00000024194.17"	"Cuta"	chr17	-	27157391	27157441	27157700	27157760	27156945	27157150	27157857	27158066
7238	"ENSMUSG00000024194.17"	"Cuta"	chr17	-	27157545	27157591	27157700	27157760	27157391	27157441	27157857	27158066
7239	"ENSMUSG00000006276.11"	"Eps15l1"	chr8	-	73099809	73100015	73112156	73112289	73094842	73095368	73121747	73121830
7240	"ENSMUSG00000006127.10"	"Inpp5k"	chr11	+	75536253	75536443	75537611	75537749	75530281	75530391	75538018	75538102
7241	"ENSMUSG00000006127.10"	"Inpp5k"	chr11	+	75537611	75537749	75538227	75538332	75530281	75530391	75538477	75539697
7242	"ENSMUSG00000006127.10"	"Inpp5k"	chr11	+	75537611	75537749	75538018	75538102	75536253	75536443	75538227	75538332
7243	"ENSMUSG00000006127.10"	"Inpp5k"	chr11	+	75538018	75538102	75538227	75538332	75537611	75537749	75538477	75539697
7244	"ENSMUSG00000024587.11"	"Nars"	chr18	-	64634814	64634946	64636578	64636692	64634373	64634505	64637408	64637544
7245	"ENSMUSG00000024587.11"	"Nars"	chr18	-	64636578	64636692	64637408	64637544	64634814	64634946	64637918	64638118
7246	"ENSMUSG00000017146.13"	"Brca1"	chr11	-	101414150	101417465	101418826	101418903	101413257	101413328	101420616	101420662
7247	"ENSMUSG00000017146.13"	"Brca1"	chr11	-	101422845	101422985	101424764	101424853	101421817	101421920	101426353	101426431
7248	"ENSMUSG00000026504.18"	"Sdccag8"	chr1	+	176681329	176681468	176695777	176695930	176672746	176672935	176702129	176702264
7249	"ENSMUSG00000025486.18"	"Sirt3"	chr7	-	140457562	140457795	140457869	140458058	140456266	140456367	140461675	140461782
7250	"ENSMUSG00000062054.8"	"Iah1"	chr12	+	21369770	21369932	21371334	21371456	21367898	21368047	21373289	21373820
7251	"ENSMUSG00000020610.18"	"Amz2"	chr11	+	109317795	109317923	109319627	109319910	109317045	109317401	109320489	109320663
7252	"ENSMUSG00000002227.16"	"Mov10"	chr3	-	104707013	104707111	104707261	104707365	104706707	104706924	104707590	104707749
7253	"ENSMUSG00000034724.19"	"Cnot6l"	chr5	-	96227791	96227994	96230728	96230956	96218191	96225251	96234000	96234152
7254	"ENSMUSG00000034724.19"	"Cnot6l"	chr5	-	96227930	96227994	96230728	96230956	96224659	96225251	96234000	96234152
7255	"ENSMUSG00000117284.2"	"Gm7072"	chr17	-	22511388	22511436	22528485	22528578	22508749	22508876	22532217	22532301
7256	"ENSMUSG00000017417.15"	"Plxdc1"	chr11	-	97823032	97823165	97824800	97824861	97819259	97819295	97829355	97829437
7257	"ENSMUSG00000025816.16"	"Sec61a2"	chr2	-	5879037	5879229	5881174	5881372	5878553	5878630	5881651	5881812
7258	"ENSMUSG00000025816.16"	"Sec61a2"	chr2	-	5887391	5887501	5887628	5887760	5881651	5881812	5891309	5891388
7259	"ENSMUSG00000035769.10"	"Xylb"	chr9	+	119190179	119190249	119193562	119193643	119188297	119188380	119196554	119196641
7260	"ENSMUSG00000000441.18"	"Raf1"	chr6	-	115603672	115603800	115603899	115603927	115603251	115603369	115608175	115608329
7261	"ENSMUSG00000000441.18"	"Raf1"	chr6	-	115603899	115603927	115608175	115608329	115603672	115603800	115609857	115609956
7262	"ENSMUSG00000010914.11"	"Pdhx"	chr2	-	102854509	102854574	102858620	102858779	102851419	102852614	102860622	102860681
7263	"ENSMUSG00000030718.10"	"Ppme1"	chr7	-	99987576	99987700	99990237	99990303	99984254	99984384	99991052	99991143
7264	"ENSMUSG00000112129.2"	"Pbld1"	chr10	+	62903207	62903317	62903436	62903466	62902303	62902402	62907185	62907274
7265	"ENSMUSG00000001833.18"	"Septin7"	chr9	+	25197963	25198064	25199479	25199614	25188839	25188946	25204980	25205098
