ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
740	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23330146	23330419	23330146	23330270	23330535	23330699
741	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23330146	23330419	23330146	23330415	23330535	23330699
742	"ENSMUSG00000038538.18"	"Ubn2"	chr6	+	38440488	38440984	38440488	38440978	38447086	38447157
743	"ENSMUSG00000024187.16"	"Fam234a"	chr17	-	26433301	26433457	26433319	26433457	26432777	26432880
744	"ENSMUSG00000024187.16"	"Fam234a"	chr17	-	26444885	26444997	26444901	26444997	26439254	26439554
745	"ENSMUSG00000037846.19"	"Rtkn2"	chr10	+	67823136	67823342	67823136	67823333	67833394	67833453
746	"ENSMUSG00000024989.16"	"Cep55"	chr19	+	38045857	38045990	38045857	38045928	38046236	38046431
747	"ENSMUSG00000024989.16"	"Cep55"	chr19	+	38045857	38046014	38045857	38045928	38046236	38046431
748	"ENSMUSG00000024989.16"	"Cep55"	chr19	+	38045857	38046014	38045857	38045990	38046236	38046431
749	"ENSMUSG00000051736.9"	"Fam229b"	chr10	-	39009807	39009896	39009818	39009896	39008242	39008374
750	"ENSMUSG00000051736.9"	"Fam229b"	chr10	-	39009807	39009896	39009874	39009896	39008242	39008374
751	"ENSMUSG00000051736.9"	"Fam229b"	chr10	-	39009818	39009896	39009874	39009896	39008242	39008374
752	"ENSMUSG00000021268.19"	"Meg3"	chr12	+	109509582	109509732	109509582	109509688	109509909	109510625
753	"ENSMUSG00000024163.18"	"Mapk8ip3"	chr17	-	25125120	25125202	25125147	25125202	25124141	25124272
754	"ENSMUSG00000024163.18"	"Mapk8ip3"	chr17	-	25136968	25137110	25137061	25137110	25133432	25133679
755	"ENSMUSG00000038782.8"	"1700028J19Rik"	chr7	-	43880205	43880339	43880266	43880339	43879356	43880065
756	"ENSMUSG00000025199.17"	"Chuk"	chr19	-	44065684	44065818	44065701	44065818	44063869	44063969
757	"ENSMUSG00000032595.11"	"Cdhr4"	chr9	+	107875900	107875988	107875900	107875964	107876195	107876226
758	"ENSMUSG00000031387.15"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973286	72973459
759	"ENSMUSG00000031387.15"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973610	72973686
760	"ENSMUSG00000037847.15"	"Nmrk1"	chr19	+	18609313	18609445	18609313	18609363	18613442	18613506
761	"ENSMUSG00000094586.5"	"Vmn1r41"	chr6	+	89717747	89718088	89717747	89717930	89723432	89723523
762	"ENSMUSG00000094586.5"	"Vmn1r41"	chr6	+	89723432	89723584	89723432	89723523	89724074	89724627
763	"ENSMUSG00000037363.10"	"Letm2"	chr8	-	26083734	26084182	26083766	26084182	26082467	26082611
764	"ENSMUSG00000037363.10"	"Letm2"	chr8	-	26086979	26087512	26087135	26087512	26086377	26086461
765	"ENSMUSG00000055670.15"	"Zzef1"	chr11	+	72790329	72790607	72790329	72790520	72791457	72791632
766	"ENSMUSG00000058298.11"	"Mcm9"	chr10	-	53423498	53423702	53423610	53423702	53417632	53417715
767	"ENSMUSG00000109322.3"	"Olfr1283"	chr2	+	111197134	111197340	111197134	111197276	111198925	111200408
768	"ENSMUSG00000037005.17"	"Xpnpep2"	chrX	+	47210677	47210980	47210677	47210779	47211405	47211487
769	"ENSMUSG00000031736.13"	"Crnde"	chr8	-	93073411	93073732	93073592	93073732	93072977	93073091
770	"ENSMUSG00000048747.15"	"E130114P18Rik"	chr4	-	97463037	97463158	97463055	97463158	97457418	97457515
771	"ENSMUSG00000091712.3"	"Sec14l5"	chr16	+	4964972	4965059	4964972	4964993	4965608	4965712
772	"ENSMUSG00000041115.18"	"Iqsec2"	chrX	+	150999336	150999462	150999336	150999435	151001872	151001972
773	"ENSMUSG00000066952.12"	"Myo1h"	chr5	+	114494923	114495074	114494923	114495050	114495979	114496139
774	"ENSMUSG00000013736.17"	"Trnt1"	chr6	+	106746126	106746217	106746126	106746152	106746790	106746964
775	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108050	154108348	154108144	154108348	154107766	154107910
776	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108523	154110078	154109960	154110078	154108144	154108344
777	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108523	154110078	154109960	154110078	154108144	154108348
778	"ENSMUSG00000078713.9"	"Tomm5"	chr4	-	45107912	45108108	45107916	45108108	45106838	45106888
779	"ENSMUSG00000024012.19"	"Mtch1"	chr17	-	29555140	29555285	29555191	29555285	29552931	29552979
780	"ENSMUSG00000029335.6"	"Bmp3"	chr5	+	99019888	99020866	99019888	99020793	99027596	99032255
781	"ENSMUSG00000085396.9"	"Firre"	chrX	-	49692247	49692402	49692315	49692402	49689620	49689775
782	"ENSMUSG00000085396.9"	"Firre"	chrX	-	49697347	49697481	49697354	49697481	49695839	49695981
783	"ENSMUSG00000026074.16"	"Map4k4"	chr1	+	40046592	40046699	40046592	40046690	40048847	40049023
784	"ENSMUSG00000091381.4"	"Vmn2r83"	chr10	+	79314260	79315067	79314260	79314452	79315919	79316147
785	"ENSMUSG00000062859.16"	"Tcp11"	chr17	-	28298895	28299279	28299132	28299279	28296959	28297032
786	"ENSMUSG00000100303.5"	"2600014E21Rik"	chr2	+	75131986	75133103	75131986	75132010	75134622	75134690
787	"ENSMUSG00000100303.5"	"2600014E21Rik"	chr2	+	75135794	75135897	75135794	75135860	75137274	75137378
788	"ENSMUSG00000069289.3"	"Vmn1r203"	chr13	+	22702283	22702356	22702283	22702342	22708008	22716162
789	"ENSMUSG00000072109.13"	"A530040E14Rik"	chr1	+	85089529	85090032	85089529	85089680	85090171	85090306
790	"ENSMUSG00000025505.17"	"Tmem80"	chr7	+	140912822	140912921	140912822	140912842	140913550	140913644
791	"ENSMUSG00000025505.17"	"Tmem80"	chr7	+	140912822	140912921	140912822	140912842	140913560	140913644
792	"ENSMUSG00000030761.17"	"Myo7a"	chr7	-	97703012	97703129	97703018	97703129	97702363	97702447
793	"ENSMUSG00000091670.4"	"Vmn2r105"	chr17	-	20446614	20446683	20446620	20446683	20446467	20446524
794	"ENSMUSG00000006335.17"	"Tfpt"	chr7	-	3623745	3623982	3623775	3623982	3623322	3623473
795	"ENSMUSG00000115644.2"	"Vmn1r17"	chr6	-	57340668	57340712	57340672	57340712	57336225	57338415
796	"ENSMUSG00000025332.15"	"Kdm5c"	chrX	+	151054855	151054934	151054855	151054925	151055070	151055270
797	"ENSMUSG00000051043.17"	"Gprc5c"	chr11	+	114754292	114755372	114754292	114754591	114757450	114757545
798	"ENSMUSG00000079477.10"	"Rab7"	chr6	-	87981974	87982193	87982135	87982193	87981152	87981281
799	"ENSMUSG00000049321.18"	"Zfp2"	chr11	-	50801532	50801703	50801576	50801703	50801262	50801352
800	"ENSMUSG00000021950.16"	"Anxa8"	chr14	+	33816354	33816448	33816354	33816370	33816679	33816775
801	"ENSMUSG00000013629.17"	"Cad"	chr5	+	31234017	31234230	31234017	31234047	31234436	31234562
802	"ENSMUSG00000037974.17"	"Muc5ac"	chr7	+	141347332	141347450	141347332	141347447	141347637	141347776
803	"ENSMUSG00000022621.17"	"Rabl2"	chr15	-	89468481	89468593	89468546	89468593	89468112	89468210
804	"ENSMUSG00000116305.3"	"Lncppara"	chr15	+	85577737	85577819	85577737	85577769	85579115	85579181
805	"ENSMUSG00000036550.17"	"Cnot1"	chr8	-	96481592	96481739	96481607	96481739	96479653	96479778
806	"ENSMUSG00000038429.11"	"Usp5"	chr6	-	124795437	124795629	124795506	124795629	124794850	124794994
807	"ENSMUSG00000024223.4"	"Armc12"	chr17	+	28749830	28750098	28749830	28750020	28750948	28751094
808	"ENSMUSG00000011884.14"	"Gltp"	chr5	-	114814325	114814459	114814396	114814459	114812114	114812246
809	"ENSMUSG00000011884.14"	"Gltp"	chr5	-	114814325	114814459	114814382	114814459	114812114	114812265
810	"ENSMUSG00000074570.15"	"Cass4"	chr2	+	172266519	172266600	172266519	172266594	172268555	172269845
811	"ENSMUSG00000038296.15"	"Galnt18"	chr7	-	111147837	111147997	111147882	111147997	111119196	111119382
812	"ENSMUSG00000072769.8"	"Gm10419"	chr5	+	108517221	108518473	108517221	108517351	108518652	108518901
813	"ENSMUSG00000072769.8"	"Gm10419"	chr5	+	108517221	108517544	108517221	108517351	108520081	108520274
814	"ENSMUSG00000092090.4"	"Gm3294"	chr6	+	29021732	29021971	29021732	29021790	29022319	29022395
815	"ENSMUSG00000066392.13"	"Nrxn3"	chr12	+	90250345	90250433	90250345	90250424	90288709	90289415
816	"ENSMUSG00000021693.21"	"Kif2a"	chr13	-	107124460	107124583	107124517	107124583	107123776	107123877
817	"ENSMUSG00000098098.9"	"Bvht"	chr18	+	61772026	61772206	61772026	61772151	61772603	61772839
818	"ENSMUSG00000098098.9"	"Bvht"	chr18	+	61777285	61777801	61777285	61777341	61778233	61778436
819	"ENSMUSG00000121485.1"	"ENSMUSG00000121485"	chr13	-	12632090	12632388	12632251	12632388	12629945	12630738
820	"ENSMUSG00000034416.19"	"Pkd1l2"	chr8	-	117774114	117774300	117774117	117774300	117772801	117772926
821	"ENSMUSG00000097207.9"	"6030443J06Rik"	chr5	+	22758756	22758835	22758756	22758801	22787400	22787480
822	"ENSMUSG00000097207.9"	"6030443J06Rik"	chr5	+	22758756	22758856	22758756	22758801	22787400	22787480
823	"ENSMUSG00000097207.9"	"6030443J06Rik"	chr5	+	22758756	22758856	22758756	22758835	22787400	22787480
824	"ENSMUSG00000037321.18"	"Tap1"	chr17	+	34411810	34411939	34411810	34411831	34412101	34412290
825	"ENSMUSG00000073437.12"	"D330041H03Rik"	chr17	-	24632478	24632902	24632674	24632902	24631440	24631548
826	"ENSMUSG00000091375.3"	"Vmn2r15"	chr5	-	109436067	109436315	109436191	109436315	109433535	109435042
827	"ENSMUSG00000091375.3"	"Vmn2r15"	chr5	-	109441924	109442231	109441948	109442231	109440545	109441349
828	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675283	21674900	21674956	21676786	21676908
829	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675829	21674900	21674956	21676786	21676908
830	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675829	21674900	21675283	21676786	21676908
831	"ENSMUSG00000025592.18"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961
832	"ENSMUSG00000020782.19"	"Llgl2"	chr11	+	115741833	115742056	115741833	115741984	115742942	115743099
833	"ENSMUSG00000064065.16"	"Ipcef1"	chr10	-	6885174	6885275	6885186	6885275	6869713	6870086
834	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160862733	160862885	160862733	160862764	160863321	160863374
835	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160862735	160862846	160862735	160862764	160863321	160863374
836	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160863321	160863382	160863321	160863374	160863552	160863584
837	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160863321	160863584	160863321	160863374	160863777	160863814
838	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160864857	160864894	160864857	160864885	160865074	160865117
839	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160864857	160865117	160864857	160864885	160865794	160865842
840	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160865074	160865607	160865074	160865117	160865794	160865842
841	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160865564	160865842	160865564	160865607	160866026	160866109
842	"ENSMUSG00000031858.17"	"Mau2"	chr8	-	70476260	70476347	70476263	70476347	70475269	70475319
843	"ENSMUSG00000024576.15"	"Csnk1a1"	chr18	+	61713409	61713558	61713409	61713522	61715106	61715187
844	"ENSMUSG00000022940.18"	"Pigp"	chr16	-	94171599	94171874	94171753	94171874	94170947	94171051
845	"ENSMUSG00000091013.4"	"Vmn1r1"	chr1	-	181991845	181992051	181991957	181992051	181986771	181986904
846	"ENSMUSG00000038784.14"	"Cnot4"	chr6	-	35041823	35041957	35041832	35041957	35033145	35033203
847	"ENSMUSG00000036825.13"	"Ssx2ip"	chr3	+	146110396	146110690	146110396	146110539	146123361	146123545
848	"ENSMUSG00000056509.11"	"Gm9999"	chr7	+	46634028	46634130	46634028	46634121	46636756	46636794
849	"ENSMUSG00000032181.8"	"Scg3"	chr9	-	75570474	75570558	75570489	75570558	75568534	75568672
850	"ENSMUSG00000112071.3"	"5430401H09Rik"	chr12	-	32152416	32152629	32152452	32152629	32146614	32147606
851	"ENSMUSG00000112071.3"	"5430401H09Rik"	chr12	-	32166067	32166419	32166352	32166419	32153387	32153607
852	"ENSMUSG00000055065.8"	"Ddx17"	chr15	-	79415872	79416115	79415878	79416115	79411936	79414718
853	"ENSMUSG00000039781.15"	"Cep131"	chr11	-	119963950	119964070	119963953	119964070	119963663	119963802
854	"ENSMUSG00000025188.16"	"Hps1"	chr19	-	42755124	42755272	42755148	42755272	42754351	42754421
855	"ENSMUSG00000025188.16"	"Hps1"	chr19	-	42755124	42755272	42755148	42755272	42754568	42754655
856	"ENSMUSG00000026696.16"	"Vamp4"	chr1	+	162415764	162415865	162415764	162415819	162417033	162417113
857	"ENSMUSG00000043747.13"	"1520401A03Rik"	chr17	-	23924920	23925031	23924971	23925031	23924766	23924844
858	"ENSMUSG00000011257.20"	"Pabpc4"	chr4	+	123188994	123189114	123188994	123189066	123189542	123189629
859	"ENSMUSG00000011257.20"	"Pabpc4"	chr4	+	123188994	123189114	123188994	123189066	123189722	123189850
860	"ENSMUSG00000085489.8"	"Gm3669"	chrX	-	29632966	29633245	29633212	29633245	29632181	29632294
861	"ENSMUSG00000069280.3"	"Vmn1r223"	chr13	+	23431713	23432321	23431713	23431831	23433080	23438076
862	"ENSMUSG00000070313.9"	"Pate14"	chr9	-	36548499	36548656	36548582	36548656	36547049	36547280
863	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25624137	25624281	25624197	25624281	25619850	25620022
864	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25670733	25670812	25670763	25670812	25637946	25638072
865	"ENSMUSG00000025758.11"	"Plk4"	chr3	+	40764711	40764816	40764711	40764735	40765096	40765199
866	"ENSMUSG00000022377.17"	"Asap1"	chr15	-	64030730	64030853	64030766	64030853	64024678	64024779
867	"ENSMUSG00000022377.17"	"Asap1"	chr15	-	64030730	64030853	64030766	64030853	64025692	64025701
868	"ENSMUSG00000022803.13"	"Popdc2"	chr16	+	38194180	38194739	38194180	38194598	38198016	38198578
869	"ENSMUSG00000097195.12"	"Snhg5"	chr9	-	88404536	88404941	88404685	88404941	88403970	88404028
870	"ENSMUSG00000097195.12"	"Snhg5"	chr9	-	88404536	88404941	88404903	88404941	88403970	88404028
871	"ENSMUSG00000097195.12"	"Snhg5"	chr9	-	88404685	88404941	88404903	88404941	88403970	88404028
872	"ENSMUSG00000038241.17"	"Cep250"	chr2	+	155798477	155798582	155798477	155798577	155803791	155804074
873	"ENSMUSG00000036792.13"	"Mbd5"	chr2	+	49162052	49163069	49162052	49162379	49164574	49164786
874	"ENSMUSG00000002107.19"	"Celf2"	chr2	-	6565469	6565601	6565481	6565601	6558595	6558775
875	"ENSMUSG00000002107.19"	"Celf2"	chr2	-	6565469	6565601	6565481	6565601	6558595	6558793
876	"ENSMUSG00000041750.15"	"Cd1d2"	chr3	+	86894294	86894567	86894294	86894453	86894849	86895128
877	"ENSMUSG00000031969.17"	"Acad8"	chr9	-	26901874	26901988	26901878	26901988	26901415	26901488
878	"ENSMUSG00000001552.15"	"Jup"	chr11	-	100288446	100288575	100288461	100288575	100276998	100277211
879	"ENSMUSG00000034401.17"	"Spata6"	chr4	+	111663127	111663227	111663127	111663179	111679937	111680029
880	"ENSMUSG00000022789.16"	"Dnm1l"	chr16	-	16163843	16164009	16163861	16164009	16159285	16159332
881	"ENSMUSG00000020439.18"	"Smtn"	chr11	-	3470751	3470916	3470847	3470916	3467522	3467827
882	"ENSMUSG00000000606.19"	"Vmn2r88"	chr14	+	51650494	51650801	51650494	51650777	51651176	51651980
883	"ENSMUSG00000000606.19"	"Vmn2r88"	chr14	+	51652795	51653023	51652795	51653020	51654161	51654285
884	"ENSMUSG00000031927.10"	"1700012B09Rik"	chr9	-	14672900	14673026	14672917	14673026	14669486	14669751
885	"ENSMUSG00000085643.3"	"Gm12519"	chr4	-	55973645	55973730	55973656	55973730	55972923	55973001
886	"ENSMUSG00000056608.15"	"Chd9"	chr8	+	91762953	91763226	91762953	91763178	91764034	91764203
887	"ENSMUSG00000023026.17"	"Dip2b"	chr15	+	100052914	100053037	100052914	100053034	100055050	100055248
888	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822637	87822775	87822655	87822775	87822446	87822539
889	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822637	87822775	87822658	87822775	87822446	87822539
890	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822655	87822775	87822658	87822775	87822446	87822539
891	"ENSMUSG00000035299.17"	"Mid1"	chrX	+	168709949	168710665	168709949	168710551	168749058	168749154
892	"ENSMUSG00000023206.17"	"Il15ra"	chr2	+	11723074	11723269	11723074	11723153	11724823	11724916
893	"ENSMUSG00000023206.17"	"Il15ra"	chr2	+	11723074	11723269	11723074	11723153	11728223	11728421
894	"ENSMUSG00000023206.17"	"Il15ra"	chr2	+	11723074	11723269	11723074	11723153	11728322	11728421
895	"ENSMUSG00000023206.17"	"Il15ra"	chr2	+	11723074	11723269	11723074	11723153	11728906	11728939
896	"ENSMUSG00000023206.17"	"Il15ra"	chr2	+	11723074	11723269	11723074	11723153	11735381	11735457
897	"ENSMUSG00000053714.10"	"4732471J01Rik"	chr7	+	25096114	25096401	25096114	25096331	25116825	25116934
898	"ENSMUSG00000038578.16"	"Susd1"	chr4	-	59427950	59428064	59427954	59428064	59423994	59424150
899	"ENSMUSG00000015120.16"	"Ube2i"	chr17	-	25493135	25493284	25493146	25493284	25488376	25488453
900	"ENSMUSG00000015120.16"	"Ube2i"	chr17	-	25493135	25493284	25493146	25493284	25491511	25491739
901	"ENSMUSG00000085614.3"	"1700123M08Rik"	chr4	+	11976443	11977102	11976443	11976587	11977456	11977570
902	"ENSMUSG00000085614.3"	"1700123M08Rik"	chr4	+	11976443	11977102	11976443	11976587	11980141	11982200
903	"ENSMUSG00000020622.18"	"Nt5c1b"	chr12	+	10422831	10422975	10422831	10422969	10424722	10425193
904	"ENSMUSG00000020622.18"	"Nt5c1b"	chr12	+	10424722	10425241	10424722	10425193	10425418	10425586
905	"ENSMUSG00000056952.14"	"Tatdn2"	chr6	+	113679061	113679682	113679061	113679499	113680994	113681867
906	"ENSMUSG00000090806.4"	"Vmn2r70"	chr7	-	85215046	85215335	85215055	85215335	85213857	85214664
907	"ENSMUSG00000021843.18"	"Ktn1"	chr14	+	47971611	47971727	47971611	47971721	47973556	47973748
908	"ENSMUSG00000021843.18"	"Ktn1"	chr14	+	47971611	47971723	47971611	47971721	47973556	47977351
909	"ENSMUSG00000121506.1"	"ENSMUSG00000121506"	chr15	-	82574175	82574424	82574282	82574424	82573962	82574063
910	"ENSMUSG00000121506.1"	"ENSMUSG00000121506"	chr15	-	82576072	82576244	82576169	82576244	82575642	82575795
911	"ENSMUSG00000096971.4"	"4930556M19Rik"	chr15	+	10716733	10716860	10716733	10716804	10718339	10718649
912	"ENSMUSG00000096971.4"	"4930556M19Rik"	chr15	+	10716733	10716860	10716733	10716804	10719149	10719515
913	"ENSMUSG00000087478.3"	"4930506C21Rik"	chr17	-	8517099	8517469	8517311	8517469	8515860	8516075
914	"ENSMUSG00000038383.17"	"Pigu"	chr2	-	155173068	155173178	155173071	155173178	155170500	155170601
915	"ENSMUSG00000026389.17"	"Steap3"	chr1	-	120197712	120197989	120197854	120197989	120171497	120171997
916	"ENSMUSG00000022550.19"	"Adck5"	chr15	+	76479536	76479653	76479536	76479642	76479738	76480016
917	"ENSMUSG00000110819.2"	"Olfr1252"	chr2	-	89554747	89555356	89554835	89555356	89549918	89552640
918	"ENSMUSG00000030616.17"	"Sytl2"	chr7	+	90028709	90032390	90028709	90028781	90034250	90034352
919	"ENSMUSG00000031109.17"	"Enox2"	chrX	-	48111970	48112078	48112003	48112078	48107659	48107771
920	"ENSMUSG00000031109.17"	"Enox2"	chrX	-	48375721	48375781	48375732	48375781	48169493	48169628
921	"ENSMUSG00000031109.17"	"Enox2"	chrX	-	48375721	48375781	48375732	48375781	48257517	48257661
922	"ENSMUSG00000031109.17"	"Enox2"	chrX	-	48376977	48377119	48377033	48377119	48375721	48375781
923	"ENSMUSG00000095788.7"	"Sirpb1a"	chr3	-	15475452	15475785	15475470	15475785	15444052	15444167
924	"ENSMUSG00000032041.16"	"Tirap"	chr9	-	35110506	35110615	35110516	35110615	35102869	35102992
925	"ENSMUSG00000032567.17"	"Aste1"	chr9	+	105273743	105275057	105273743	105273904	105278674	105278885
926	"ENSMUSG00000097585.4"	"E230029C05Rik"	chr7	+	89687156	89687282	89687156	89687278	89689937	89690057
927	"ENSMUSG00000059689.16"	"Zfp637"	chr6	+	117820213	117820357	117820213	117820353	117821943	117822917
928	"ENSMUSG00000034485.11"	"Uaca"	chr9	+	60761597	60761785	60761597	60761779	60763479	60763517
929	"ENSMUSG00000074895.11"	"Eif4e1b"	chr13	+	54931813	54931846	54931813	54931843	54932166	54932375
930	"ENSMUSG00000020454.18"	"Eif4enif1"	chr11	+	3179868	3180101	3179868	3180065	3183987	3184059
931	"ENSMUSG00000020454.18"	"Eif4enif1"	chr11	+	3179868	3180101	3179868	3180065	3184461	3184645
932	"ENSMUSG00000059005.14"	"Hnrnpa3"	chr2	+	75489661	75489733	75489661	75489667	75491809	75491932
933	"ENSMUSG00000051051.8"	"Olfr523"	chr7	+	139753129	139753424	139753129	139753417	139753930	139754161
934	"ENSMUSG00000008575.18"	"Nfib"	chr4	-	82241781	82241947	82241808	82241947	82238710	82238793
935	"ENSMUSG00000027206.14"	"Cops2"	chr2	-	125682243	125682418	125682387	125682418	125681225	125681404
936	"ENSMUSG00000069292.5"	"Vmn1r199"	chr13	+	22563987	22564078	22563987	22564064	22566826	22572272
937	"ENSMUSG00000059206.5"	"Vmn1r71"	chr7	-	10483521	10485492	10485217	10485492	10483190	10483247
938	"ENSMUSG00000059206.5"	"Vmn1r71"	chr7	-	10487930	10488291	10488090	10488291	10486948	10486989
939	"ENSMUSG00000026616.17"	"Cr2"	chr1	-	194833875	194834065	194833879	194834065	194833230	194833254
940	"ENSMUSG00000025997.14"	"Ikzf2"	chr1	-	69616939	69617206	69617017	69617206	69609651	69609819
941	"ENSMUSG00000087433.3"	"Gm14167"	chr2	-	151383342	151384391	151384172	151384391	151382647	151382805
942	"ENSMUSG00000021288.20"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111760082	111760133
943	"ENSMUSG00000021288.20"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111761981	111762112
944	"ENSMUSG00000021288.20"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111772441	111772508
945	"ENSMUSG00000049315.5"	"Olfr348"	chr2	+	36674287	36674446	36674287	36674352	36676535	36680010
946	"ENSMUSG00000059842.13"	"Zfp341"	chr2	+	154470719	154470915	154470719	154470894	154472328	154472419
947	"ENSMUSG00000026439.15"	"Rbbp5"	chr1	+	132412483	132412656	132412483	132412539	132417325	132417466
948	"ENSMUSG00000039983.14"	"Ccdc32"	chr2	-	118859788	118859874	118859797	118859874	118857618	118857868
949	"ENSMUSG00000038330.11"	"Pramel32"	chr4	-	88547016	88547592	88547438	88547592	88545556	88546426
950	"ENSMUSG00000086540.3"	"Scml1"	chrX	-	160602148	160603163	160603020	160603163	160600730	160600870
951	"ENSMUSG00000073896.6"	"Olfr716"	chr7	+	106737533	106738311	106737533	106737734	106746504	106749788
952	"ENSMUSG00000001151.11"	"Pcnt"	chr10	-	76215996	76216273	76216050	76216273	76215738	76215889
953	"ENSMUSG00000044994.11"	"Olfr1426"	chr19	-	12066808	12066979	12066855	12066979	12064109	12066314
954	"ENSMUSG00000060147.16"	"Serpinb6a"	chr13	-	34119555	34119777	34119609	34119777	34115454	34115629
955	"ENSMUSG00000024845.20"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177548	4177638
956	"ENSMUSG00000024845.20"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638
957	"ENSMUSG00000024845.20"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177696	4177738
958	"ENSMUSG00000024845.20"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4181227	4181281
959	"ENSMUSG00000022983.17"	"Scaf4"	chr16	-	90046514	90046600	90046526	90046600	90045400	90045591
960	"ENSMUSG00000022983.17"	"Scaf4"	chr16	-	90046941	90047325	90046944	90047325	90046526	90046600
961	"ENSMUSG00000036402.14"	"Gng12"	chr6	+	66920808	66920866	66920808	66920861	66992708	66992827
962	"ENSMUSG00000109394.3"	"A230057D06Rik"	chr7	-	61563837	61564119	61563848	61564119	61562954	61563083
963	"ENSMUSG00000033016.17"	"Nfatc1"	chr18	-	80678616	80679291	80678905	80679291	80649419	80651240
964	"ENSMUSG00000052609.10"	"Plekhg3"	chr12	+	76619168	76619519	76619168	76619432	76620020	76620134
965	"ENSMUSG00000026790.20"	"Odf2"	chr2	+	29783455	29783581	29783455	29783524	29791088	29791259
966	"ENSMUSG00000058400.14"	"Qrfpr"	chr3	-	36236602	36236838	36236715	36236838	36235093	36235191
967	"ENSMUSG00000075074.4"	"Olfr1254"	chr2	-	89623421	89623963	89623888	89623963	89617668	89619776
968	"ENSMUSG00000075110.3"	"Olfr1214"	chr2	-	88822768	88822997	88822939	88822997	88820118	88820177
969	"ENSMUSG00000034842.17"	"Art3"	chr5	+	92551453	92551515	92551453	92551486	92552695	92552725
970	"ENSMUSG00000034842.17"	"Art3"	chr5	+	92560023	92560130	92560023	92560053	92562100	92562481
971	"ENSMUSG00000033943.16"	"Mga"	chr2	+	119762191	119762415	119762191	119762412	119762984	119763167
972	"ENSMUSG00000037280.13"	"Galnt6"	chr15	-	100627183	100627257	100627187	100627257	100617895	100618116
973	"ENSMUSG00000075095.6"	"Olfr1229"	chr2	-	89117202	89117501	89117332	89117501	89114884	89115017
974	"ENSMUSG00000046897.18"	"Zfp740"	chr15	+	102113005	102113521	102113005	102113318	102113663	102113740
975	"ENSMUSG00000046897.18"	"Zfp740"	chr15	+	102113005	102113521	102113005	102113318	102116205	102116355
976	"ENSMUSG00000005237.15"	"Dnah2"	chr11	-	69368470	69368581	69368488	69368581	69367985	69368174
977	"ENSMUSG00000003452.16"	"Bicd1"	chr6	+	149420403	149420721	149420403	149420611	149421850	149422044
978	"ENSMUSG00000028312.20"	"Smc2"	chr4	+	52439242	52439410	52439242	52439334	52440200	52440423
979	"ENSMUSG00000028312.20"	"Smc2"	chr4	+	52439242	52439410	52439242	52439334	52442252	52442402
980	"ENSMUSG00000063550.9"	"Nup98"	chr7	-	101829583	101829722	101829634	101829722	101825519	101825612
981	"ENSMUSG00000036469.17"	"Marchf1"	chr8	+	66908704	66908852	66908704	66908840	66920883	66924277
982	"ENSMUSG00000043308.3"	"Vmn1r75"	chr7	+	11608556	11608924	11608556	11608794	11611964	11612148
983	"ENSMUSG00000054823.18"	"Nsd3"	chr8	+	26196551	26196668	26196551	26196635	26199089	26199231
984	"ENSMUSG00000105168.3"	"Gm30735"	chr3	+	53637375	53637687	53637375	53637466	53640060	53640483
985	"ENSMUSG00000017307.17"	"Acot8"	chr2	-	164636904	164637099	164637001	164637099	164634687	164634930
986	"ENSMUSG00000087382.9"	"Ctcflos"	chr2	+	172971779	172971870	172971779	172971862	172979792	172980062
