ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
29841	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122536	165122620	165120160	165120336	165122705	165122874
29842	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122536	165122620	165120160	165120336	165123227	165123300
29843	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122536	165122620	165120160	165120336	165124000	165124064
29844	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122705	165122874	165120160	165120336	165123227	165123300
29845	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122705	165122874	165120160	165120336	165124000	165124064
29846	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122705	165122874	165122536	165122620	165123227	165123300
29847	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165122705	165122874	165122536	165122620	165124000	165124064
29848	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165123227	165123300	165120160	165120336	165124000	165124064
29849	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165123227	165123300	165120160	165120336	165124702	165124853
29850	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165123227	165123300	165122536	165122620	165124000	165124064
29851	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165123227	165123300	165122705	165122874	165124000	165124064
29852	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165124000	165124064	165120160	165120336	165124702	165124853
29853	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165124000	165124064	165123227	165123300	165124702	165124853
29854	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165124702	165124853	165120160	165120336	165125168	165125327
29855	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165125168	165125327	165124702	165124853	165125447	165125520
29857	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100511686	100511806	100511235	100511307	100513589	100513853
29858	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100513589	100513853	100511686	100511806	100516152	100516211
29859	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100517454	100517493	100516152	100516211	100521238	100521574
29860	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100521238	100521574	100516152	100516211	100523066	100523190
29861	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100536392	100536470	100533986	100534062	100536926	100536965
29864	"ENSMUSG00000035325.17"	"Sec31a"	chr5	-	100536926	100536965	100536392	100536470	100538617	100538692
29865	"ENSMUSG00000021938.13"	"Pspc1"	chr14	-	56962762	56962932	56958166	56960737	56986291	56986400
29866	"ENSMUSG00000021938.13"	"Pspc1"	chr14	-	56965976	56966034	56961442	56962932	56986291	56986400
29867	"ENSMUSG00000021938.13"	"Pspc1"	chr14	-	57009161	57009463	57001605	57001701	57015247	57015773
29868	"ENSMUSG00000095677.3"	"Dynlt1f"	chr17	-	6917085	6917163	6916336	6916736	6917501	6917625
29869	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152052955	152053084	152041559	152041661	152057936	152058126
29870	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152054302	152054425	152052955	152053084	152055313	152055387
29871	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152054302	152054425	152052955	152053084	152057936	152058126
29872	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152055313	152055387	152052955	152053084	152057936	152058126
29873	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152055313	152055387	152054302	152054425	152057936	152058126
29874	"ENSMUSG00000039768.17"	"Dnajc11"	chr4	+	152058653	152058770	152058216	152058302	152061406	152061562
29878	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73388972	73389055	73379976	73380033	73391754	73391848
29879	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73388972	73389055	73380302	73380628	73391754	73391848
29880	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73388972	73389055	73381032	73381270	73391754	73391848
29883	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73399379	73399535	73392270	73392334	73399766	73399917
29884	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73402123	73402290	73399766	73399917	73403919	73404078
29885	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73405429	73405572	73404204	73404312	73411162	73411353
29886	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73411829	73411956	73411162	73411353	73414434	73414574
29887	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73414434	73414574	73411829	73411956	73419898	73420122
29888	"ENSMUSG00000022106.15"	"Rcbtb2"	chr14	+	73415872	73416003	73414434	73414574	73419898	73420122
29889	"ENSMUSG00000032555.11"	"Topbp1"	chr9	+	103213010	103213157	103211254	103211378	103213262	103213365
29890	"ENSMUSG00000032555.11"	"Topbp1"	chr9	+	103221989	103222153	103221123	103221235	103222940	103223078
29891	"ENSMUSG00000001150.8"	"Mcm3ap"	chr10	+	76348251	76348402	76346853	76347057	76351415	76351691
29892	"ENSMUSG00000041697.10"	"Cox6a1"	chr5	-	115486623	115486766	115483700	115483985	115486897	115487040
29893	"ENSMUSG00000029084.6"	"Cd38"	chr5	+	44063505	44063579	44060936	44061022	44064854	44064947
29894	"ENSMUSG00000081574.2"	"Gm14429"	chr2	-	177496916	177496977	177493944	177495780	177497169	177497296
29896	"ENSMUSG00000048731.16"	"Ggnbp1"	chr17	+	27244310	27244433	27236966	27237144	27249649	27249774
29897	"ENSMUSG00000015966.18"	"Il17rb"	chr14	-	29719965	29720061	29718091	29719146	29721200	29721300
29898	"ENSMUSG00000015966.18"	"Il17rb"	chr14	-	29722698	29722841	29722291	29722357	29724323	29724371
29899	"ENSMUSG00000071713.7"	"Csf2rb"	chr15	+	78223001	78223189	78220547	78220671	78224643	78224801
29900	"ENSMUSG00000071713.7"	"Csf2rb"	chr15	+	78224879	78225048	78224643	78224801	78225537	78225673
29901	"ENSMUSG00000071713.7"	"Csf2rb"	chr15	+	78230582	78230673	78229598	78229758	78230876	78230934
29902	"ENSMUSG00000020537.10"	"Drg2"	chr11	+	60351612	60351703	60350853	60350914	60352147	60352220
29903	"ENSMUSG00000020537.10"	"Drg2"	chr11	+	60358510	60358564	60355658	60355717	60358889	60359580
29904	"ENSMUSG00000026339.19"	"Ccdc93"	chr1	+	121422124	121422162	121420633	121420716	121424712	121424797
29905	"ENSMUSG00000021589.14"	"Rhobtb3"	chr13	-	76026915	76027089	76025491	76025658	76041024	76041145
29906	"ENSMUSG00000021589.14"	"Rhobtb3"	chr13	-	76087570	76087757	76065811	76065966	76091325	76091551
29907	"ENSMUSG00000021500.18"	"Ddx46"	chr13	+	55785838	55786027	55782839	55783008	55787603	55787747
29908	"ENSMUSG00000021500.18"	"Ddx46"	chr13	+	55793183	55793280	55787603	55787747	55795439	55795605
29909	"ENSMUSG00000040033.17"	"Stat2"	chr10	+	128112616	128112767	128112354	128112492	128112991	128113087
29910	"ENSMUSG00000040033.17"	"Stat2"	chr10	+	128112991	128113087	128112616	128112767	128113512	128113602
29911	"ENSMUSG00000040033.17"	"Stat2"	chr10	+	128113512	128113602	128112991	128113087	128113690	128113766
29912	"ENSMUSG00000040033.17"	"Stat2"	chr10	+	128113690	128113766	128113512	128113602	128114153	128114239
29914	"ENSMUSG00000028528.18"	"Dnajc6"	chr4	+	101456147	101456197	101454997	101455148	101456291	101456440
29915	"ENSMUSG00000034432.12"	"Cops8"	chr1	+	90539261	90539309	90538696	90538759	90539895	90541063
29917	"ENSMUSG00000001143.14"	"Lman2l"	chr1	-	36477830	36477913	36467380	36467542	36478689	36478807
29918	"ENSMUSG00000001143.14"	"Lman2l"	chr1	-	36478689	36478807	36467380	36467542	36482571	36482690
29919	"ENSMUSG00000001143.14"	"Lman2l"	chr1	-	36482571	36482690	36478689	36478807	36484130	36484352
29921	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34697289	34697459	34695189	34696011	34698525	34698612
29922	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34700994	34701128	34698525	34698612	34702826	34703021
29923	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34700994	34701128	34698525	34698612	34712569	34713079
29924	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34702826	34703021	34698525	34698612	34712569	34712987
29925	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34702826	34703021	34698525	34698612	34715973	34716082
29927	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34712569	34712987	34698525	34698612	34715973	34716082
29928	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34712569	34712987	34702826	34703021	34715973	34716082
29929	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34712569	34713079	34698525	34698612	34715973	34716082
29930	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34712569	34713079	34702826	34703021	34715973	34716082
29931	"ENSMUSG00000035949.16"	"Fbxw2"	chr2	-	34715973	34716082	34712569	34713079	34716183	34716213
29932	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10571954	10572142	10566506	10567646	10574874	10575018
29934	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10588438	10588550	10585977	10586041	10596338	10596441
29935	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10588438	10588550	10585977	10586041	10610025	10610109
29937	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10593745	10595875	10588438	10588550	10610025	10610352
29938	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10595675	10595875	10585977	10586041	10596338	10596441
29939	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10595675	10595875	10585977	10586041	10610025	10610109
29941	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10595675	10595875	10588438	10588550	10610025	10610109
29942	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10596338	10596441	10585977	10586041	10610025	10610109
29943	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10596338	10596441	10588438	10588550	10610025	10610109
29944	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10596338	10596441	10593745	10595875	10610025	10610109
29945	"ENSMUSG00000029103.17"	"Lrpap1"	chr5	-	35253319	35253402	35252193	35252370	35254874	35255033
29946	"ENSMUSG00000029103.17"	"Lrpap1"	chr5	-	35255496	35255617	35254874	35255033	35256500	35256622
29947	"ENSMUSG00000029103.17"	"Lrpap1"	chr5	-	35255496	35255617	35254874	35255033	35259738	35259883
29948	"ENSMUSG00000029103.17"	"Lrpap1"	chr5	-	35256500	35256622	35254874	35255033	35259738	35259883
29949	"ENSMUSG00000029103.17"	"Lrpap1"	chr5	-	35256500	35256622	35255496	35255617	35259738	35259883
29951	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683351	47683416	47679811	47679879	47685897	47686034
29952	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683351	47683416	47679811	47679879	47689126	47689603
29953	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683497	47683570	47683351	47683416	47685897	47686034
29954	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683497	47683570	47683351	47683416	47689126	47689604
29955	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683500	47683570	47683351	47683416	47685897	47686034
29956	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47683500	47683570	47683351	47683416	47689126	47689603
29957	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47685897	47686034	47679811	47679879	47686858	47686967
29958	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47685897	47686034	47679811	47679879	47688684	47688774
29959	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47686858	47686967	47679811	47679879	47688684	47688774
29960	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47686858	47686967	47679811	47679879	47689126	47689603
29961	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47686858	47686967	47685897	47686034	47688684	47688774
29962	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47688684	47688774	47679811	47679879	47689126	47689603
29963	"ENSMUSG00000034729.17"	"Mrps10"	chr17	+	47688684	47688774	47686858	47686967	47689126	47689603
29964	"ENSMUSG00000057497.9"	"Fam136a"	chr6	+	86343591	86343732	86342627	86342801	86345712	86347040
29965	"ENSMUSG00000092275.2"	"Gm20465"	chr5	-	33452337	33452486	33452077	33452147	33453001	33453145
29966	"ENSMUSG00000023075.10"	"Akirin1"	chr4	-	123631801	123631873	123628351	123630657	123632935	123633070
29967	"ENSMUSG00000023075.10"	"Akirin1"	chr4	-	123632935	123633070	123631801	123631873	123637225	123637366
29968	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21087180	21087325	21081509	21086771	21088045	21088253
29969	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21088045	21088253	21087180	21087325	21089195	21089329
29971	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21094720	21094892	21091020	21091158	21095555	21095831
29972	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21094882	21094892	21091020	21091158	21095555	21095831
29973	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21095555	21095831	21091020	21091158	21102207	21102290
29974	"ENSMUSG00000020611.15"	"Gna13"	chr11	+	109256361	109256588	109253656	109254082	109271040	109271301
29975	"ENSMUSG00000020611.15"	"Gna13"	chr11	+	109256361	109256588	109253656	109254082	109283171	109283222
29977	"ENSMUSG00000040618.8"	"Pck2"	chr14	+	55781045	55781230	55779862	55780108	55781316	55781520
29978	"ENSMUSG00000040618.8"	"Pck2"	chr14	+	55781851	55782039	55781316	55781520	55782341	55782504
29979	"ENSMUSG00000040618.8"	"Pck2"	chr14	+	55782341	55782504	55781316	55781520	55782663	55782882
29980	"ENSMUSG00000096727.4"	"Psmb9"	chr17	-	34402062	34402204	34400960	34401325	34402588	34402718
29981	"ENSMUSG00000096727.4"	"Psmb9"	chr17	-	34404703	34404771	34403255	34403387	34406223	34406738
29983	"ENSMUSG00000035697.15"	"Arhgap45"	chr10	+	79857222	79857289	79856955	79857028	79857379	79857517
29984	"ENSMUSG00000035697.15"	"Arhgap45"	chr10	+	79862490	79862568	79862266	79862391	79862656	79862761
29985	"ENSMUSG00000035697.15"	"Arhgap45"	chr10	+	79863372	79863561	79862866	79863039	79863654	79863792
29987	"ENSMUSG00000003955.9"	"Fam162a"	chr16	-	35866748	35866857	35864130	35864461	35870211	35870320
29988	"ENSMUSG00000003955.9"	"Fam162a"	chr16	-	35872655	35872778	35870211	35870320	35891839	35891885
29989	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027801	11025642	11025756	11032899	11033141
29990	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027801	11025642	11025756	11033143	11033223
29991	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027888	11025642	11025756	11032899	11033145
29992	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027888	11025642	11025756	11033143	11033223
29993	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027904	11025642	11025756	11032899	11033145
29994	"ENSMUSG00000075010.7"	"AW112010"	chr19	-	11027751	11027904	11025642	11025756	11033143	11033223
29995	"ENSMUSG00000006463.14"	"Zdhhc24"	chr19	+	4930148	4930426	4928699	4929057	4933503	4935425
29996	"ENSMUSG00000032311.18"	"Nrg4"	chr9	-	55143723	55143803	55135136	55135222	55149344	55149491
29997	"ENSMUSG00000032311.18"	"Nrg4"	chr9	-	55188173	55188267	55149344	55149491	55189834	55189900
29998	"ENSMUSG00000037104.10"	"Socs5"	chr17	+	87428175	87428236	87415106	87415475	87441049	87445267
30000	"ENSMUSG00000069208.10"	"Zfp825"	chr13	-	74630657	74630718	74628172	74629269	74630935	74631062
30001	"ENSMUSG00000069208.10"	"Zfp825"	chr13	-	74632017	74632141	74630935	74631062	74641968	74642111
30005	"ENSMUSG00000026203.17"	"Dnajb2"	chr1	+	75214098	75214208	75213108	75213592	75216151	75216274
30006	"ENSMUSG00000026203.17"	"Dnajb2"	chr1	+	75214098	75214208	75213108	75213592	75217535	75217628
30008	"ENSMUSG00000026203.17"	"Dnajb2"	chr1	+	75216151	75216274	75213108	75213592	75217535	75217628
30009	"ENSMUSG00000026203.17"	"Dnajb2"	chr1	+	75216151	75216274	75214098	75214208	75217535	75217628
30011	"ENSMUSG00000027951.17"	"Adar"	chr3	+	89656943	89657126	89654844	89654978	89657542	89657655
30012	"ENSMUSG00000032011.6"	"Thy1"	chr9	+	43957253	43957315	43954680	43954773	43957918	43958242
30013	"ENSMUSG00000008604.12"	"Ubqln4"	chr3	+	88466924	88467083	88463963	88464226	88471676	88471816
30014	"ENSMUSG00000008604.12"	"Ubqln4"	chr3	+	88470414	88470640	88466924	88467083	88471676	88471816
30017	"ENSMUSG00000057894.11"	"Zfp329"	chr7	-	12541838	12541900	12538903	12540519	12544732	12545593
30018	"ENSMUSG00000062761.8"	"Zfp512"	chr5	+	31610498	31610557	31609778	31609921	31622789	31622977
30019	"ENSMUSG00000062761.8"	"Zfp512"	chr5	+	31624665	31624790	31623935	31624019	31625497	31625584
30022	"ENSMUSG00000036835.8"	"Psenen"	chr7	-	30262220	30262363	30261748	30261853	30262476	30262666
30023	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100524707	100524899	100520532	100520692	100537087	100537258
30024	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100540056	100540251	100537087	100537258	100540689	100540783
30025	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100564148	100564232	100562073	100562177	100582255	100582363
30026	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100585784	100585900	100582255	100582363	100620529	100620748
30027	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100620529	100620748	100582255	100582363	100644776	100644848
30028	"ENSMUSG00000021180.10"	"Rps6ka5"	chr12	-	100644776	100644848	100620529	100620748	100691039	100691287
30029	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69775411	69775506	69775147	69775317	69776218	69776430
30030	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69775621	69775691	69775411	69775506	69776218	69776430
30031	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69776518	69776642	69776218	69776430	69777793	69777894
30032	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69780261	69780336	69780062	69780172	69780443	69780539
30033	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69780645	69780690	69780443	69780539	69780824	69781008
30034	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69781689	69781809	69781414	69781468	69785425	69785483
30035	"ENSMUSG00000001588.13"	"Acap1"	chr11	-	69785425	69785483	69781689	69781809	69786111	69786365
30039	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71821622	71821696	71808314	71808499	71823269	71823459
30040	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71823269	71823459	71821622	71821696	71828755	71828864
30041	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71829713	71829851	71828755	71828864	71830156	71830252
30042	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71829746	71829851	71828755	71828864	71830156	71830252
30043	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71829746	71829851	71828755	71828864	71833895	71834032
30044	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71830156	71830252	71828755	71828864	71833895	71834032
30046	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71840124	71840254	71839328	71839464	71843709	71843724
30048	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71849777	71849878	71848410	71848542	71851300	71852234
30049	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71849777	71849907	71848410	71848542	71851300	71851914
30051	"ENSMUSG00000002968.10"	"Med25"	chr7	-	44541206	44541331	44535595	44535694	44541522	44541568
30052	"ENSMUSG00000002968.10"	"Med25"	chr7	-	44541206	44541331	44535595	44535694	44541568	44541843
30053	"ENSMUSG00000028873.17"	"Cdca8"	chr4	-	124813405	124813492	124812257	124812823	124814051	124814178
30055	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73451308	73451353	73450149	73450319	73452268	73452349
30056	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73451627	73451690	73450126	73450319	73452268	73452349
30057	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73451627	73451690	73451308	73451353	73452268	73452349
30058	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73460934	73460982	73458006	73458060	73461891	73462027
30059	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73463920	73464096	73461891	73462027	73470785	73471284
30060	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73463920	73464141	73461891	73462027	73470785	73471300
30063	"ENSMUSG00000026209.16"	"Dnpep"	chr1	-	75290069	75290153	75289048	75289209	75291007	75291085
30064	"ENSMUSG00000026209.16"	"Dnpep"	chr1	-	75291007	75291085	75290069	75290153	75291773	75291881
30065	"ENSMUSG00000026209.16"	"Dnpep"	chr1	-	75291773	75291881	75291007	75291085	75291988	75292064
30066	"ENSMUSG00000026209.16"	"Dnpep"	chr1	-	75292973	75293087	75292588	75292714	75293184	75293273
30067	"ENSMUSG00000026209.16"	"Dnpep"	chr1	-	75293184	75293273	75292588	75292714	75293353	75293447
30069	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18255310	18255367	18248560	18248626	18256251	18256396
30070	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18255310	18255367	18248560	18248626	18257068	18257143
30071	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18255310	18255367	18248560	18248626	18259542	18259621
30072	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18256251	18256396	18248560	18248626	18257068	18257143
30073	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18256251	18256396	18248560	18248626	18259542	18259621
30074	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18256251	18256396	18255310	18255367	18257068	18257143
30075	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18256251	18256396	18255310	18255367	18259542	18259621
30076	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18257068	18257143	18248560	18248626	18259542	18259621
30077	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18257068	18257143	18255310	18255367	18259542	18259621
30078	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18257068	18257143	18256251	18256396	18259542	18259621
30079	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18260497	18260560	18259542	18259621	18261953	18262024
30080	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18274773	18274948	18261953	18262024	18287499	18287636
30081	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18290903	18290999	18287499	18287636	18293431	18293503
30083	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18291543	18291636	18290903	18290999	18294271	18294369
30084	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18293431	18293503	18290903	18290999	18294271	18294369
30085	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18293431	18293503	18291543	18291636	18294271	18294369
30086	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18294271	18294369	18290903	18290999	18296400	18296607
30087	"ENSMUSG00000027940.19"	"Tpm3"	chr3	+	89993752	89993886	89986846	89987170	89994761	89994879
30092	"ENSMUSG00000100552.2"	"Gm29019"	chr15	-	82870573	82870673	82866925	82867174	82871816	82872031
30094	"ENSMUSG00000060703.13"	"Cd302"	chr2	-	60088226	60088343	60087376	60087547	60102445	60102556
30095	"ENSMUSG00000035437.16"	"Rabgap1"	chr2	+	37359388	37359588	37333296	37333468	37362306	37362526
30096	"ENSMUSG00000035437.16"	"Rabgap1"	chr2	+	37379742	37379845	37377523	37377590	37381921	37382091
30097	"ENSMUSG00000035437.16"	"Rabgap1"	chr2	+	37432648	37432690	37431044	37431188	37433114	37433243
30098	"ENSMUSG00000021222.10"	"Dcaf4"	chr12	+	83572917	83573014	83567239	83567391	83575941	83576042
30099	"ENSMUSG00000021222.10"	"Dcaf4"	chr12	+	83580640	83580784	83579052	83579155	83581633	83581683
30100	"ENSMUSG00000005718.9"	"Tfap4"	chr16	-	4365118	4365274	4362524	4363611	4369093	4369264
30101	"ENSMUSG00000005718.9"	"Tfap4"	chr16	-	4367194	4367335	4365118	4365274	4369093	4369264
30104	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47508674	47508759	47507072	47507535	47508918	47508999
30105	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47508918	47508999	47508674	47508759	47509835	47509917
30106	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47518778	47518904	47517610	47517789	47519299	47519340
30107	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47521373	47521543	47520879	47520974	47522609	47522850
30108	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47532963	47533084	47531057	47531198	47535111	47535228
30110	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47535111	47535228	47532963	47533084	47553496	47553598
30111	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47535111	47535228	47532963	47533084	47554477	47554594
30112	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553469	47553598	47532963	47533084	47554477	47554594
30113	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553469	47553598	47535111	47535228	47554477	47554594
30114	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553496	47553598	47532963	47533084	47554477	47554601
30115	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553496	47553598	47535111	47535228	47554477	47554601
30116	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47554477	47554601	47535111	47535228	47571827	47571964
30117	"ENSMUSG00000021190.15"	"Lgmn"	chr12	-	102366163	102366253	102364441	102364642	102366396	102366515
30118	"ENSMUSG00000048217.12"	"Nags"	chr11	+	102038189	102038370	102037688	102037902	102038635	102038807
30119	"ENSMUSG00000001089.15"	"Luzp1"	chr4	+	136248651	136248754	136197071	136197161	136266435	136266527
30120	"ENSMUSG00000001089.15"	"Luzp1"	chr4	+	136248651	136248754	136197071	136197161	136267666	136270829
30121	"ENSMUSG00000001089.15"	"Luzp1"	chr4	+	136266435	136266527	136197071	136197161	136267666	136270829
30123	"ENSMUSG00000031822.21"	"Gse1"	chr8	+	121280322	121280541	121215185	121215890	121289364	121289564
30124	"ENSMUSG00000027670.5"	"Ocstamp"	chr2	-	165239140	165240140	165235679	165238218	165242207	165242325
30126	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112605422	112605485	112596905	112597865	112626555	112626798
30127	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112605422	112605485	112596905	112597865	112642238	112642299
30128	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112621548	112621708	112596810	112597865	112626555	112626798
30129	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112621548	112621708	112596810	112597865	112642238	112642299
30130	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112621548	112621708	112605422	112605485	112626555	112626798
30131	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112621548	112621708	112605422	112605485	112642238	112642299
30132	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112626555	112626798	112596810	112597865	112642238	112642299
30133	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112626555	112626798	112605422	112605485	112642238	112642299
30135	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112641056	112641134	112626555	112626798	112642238	112642299
30136	"ENSMUSG00000030254.17"	"Rad18"	chr6	-	112642238	112642299	112596810	112597865	112649084	112649161
